ID,Label,Type
Ballard,Ballard,Druckende_Verlegende
Paris,Paris,Ort
VD17_23:269676U,"Character Virtutum variis, aliorum etiam, qua veterum, qua recentium Autorum coloribus adumbratus (1664)",Buch
gnd_121895610,"Pastorius, Joachim",Person
"Guldensternius, Sigismundus","Guldensternius, Sigismundus",Person
[S.l.],[S.l.],Ort
VD17_1:065794A,"Scrutinium Ingeniorum pro iis, qui excellere cupiunt (1663)",Buch
gnd_119456222,"Huarte de San Juan, Juan",Person
gnd_122503279,"Caesar, Joachim",Person
"Albrecht Sachsen-Jülich-Cleve-Berg, Herzog","Albrecht Sachsen-Jülich-Cleve-Berg, Herzog",Person
"Ludwig Anhalt-Köthen, Fürst","Ludwig Anhalt-Köthen, Fürst",Person
Neuenhahn,Neuenhahn,Druckende_Verlegende
Krebs,Krebs,Druckende_Verlegende
Jena,Jena,Ort
Pädagogik,Pädagogik,Inhalt_Gattung
K10plus_140235191,"Venetia città nobilissima et singolare (1663)",Buch
gnd_119255901,"Sansovino, Francesco",Person
gnd_1055727280,"Martinioni, Giustiniano",Person
gnd_1024756335,"Curti, Stefano",Person
Curti,Curti,Druckende_Verlegende
Venedig,Venedig,Ort
VD17_39:156875D,"Hertzens-Psalter/ Das ist: Geistliche Andachten und Gebete über den Psalter David. Gerichtet Auf unterschiedener Personen/ und Stände Anli (1662)",Buch
gnd_12348796X,"Schweinitz, David",Person
Fellgiebel,Fellgiebel,Druckende_Verlegende
Breslau,Breslau,Ort
Gebetbuch,Gebetbuch,Inhalt_Gattung
VD17_23:232961A,"Genealogia. Derer von Schweinitz/ Vor der Zeit Vom Swentze Genennet (1661)",Buch
gnd_12348796X,"Schweinitz, David",Person
"Christian Hertzog in Schlesien, zur Liegnitz, Brieg und Wohlau","Christian Hertzog in Schlesien, zur Liegnitz, Brieg und Wohlau",Person
"Ludwig Hertzog in Schlesien, zur Liegnitz, Brieg und Goldberg","Ludwig Hertzog in Schlesien, zur Liegnitz, Brieg und Goldberg",Person
"Georg Hertzog in Schlesien zur Liegnitz und Brieg","Georg Hertzog in Schlesien zur Liegnitz und Brieg",Person
Schneider,Schneider,Druckende_Verlegende
Liegnitz,Liegnitz,Ort
Genealogie,Genealogie,Inhalt_Gattung
K10plus_141633042,"Tractatus politico-historico-juridicus de Juribus et Privilegiis Civitatum Imperialium, tam generalibus, quam specialibus et de earundem Mag (1657)",Buch
gnd_124429254,"Knipschildt, Philipp",Person
Kühne,Kühne,Druckende_Verlegende
"Ulmae Suevorum","Ulmae Suevorum",Ort
K10plus_147802350,"Specvlvm Natvrae Hvmanæ, Siue Mores Et Temperamenta Hominvm Vsqve Ad Intimos Animorum sensus cognoscendi. Omnibus maxime vtile, & lectu iuc (1649)",Buch
gnd_122674391,"Follin, Hermann",Person
gnd_122674332,"Follin, Johann",Person
Kalcovius,Kalcovius,Druckende_Verlegende
"Coloniae Agrippinae","Coloniae Agrippinae",Ort
K10plus_150731884,"Theatrum ingenii humani Liber 1-2 (1648)",Buch
gnd_128500751,"Neuhusius, Edo",Person
gnd_132103885,"Neuhusius, Reinerus",Person
Jansonius,Jansonius,Druckende_Verlegende
Amstelodami,Amstelodami,Ort
K10plus_151490759,"Arcadia der Gräffin von Pembrock (1643)",Buch
gnd_11861391X,"Sidney, Philip",Person
gnd_117080632,"Mögling, Daniel",Person
gnd_118590111,"Opitz, Martin",Person
gnd_118581090,"Merian, Matthaeus",Person
"Sophia Leonora Hessen, Landgräfin","Sophia Leonora Hessen, Landgräfin",Person
Humm,Humm,Druckende_Verlegende
Franckfurt,Franckfurt,Ort
Roman,Roman,Inhalt_Gattung
K10plus_190912367,"Nikēphoru Kallistu Tu Xanthopulu Ekklēsiastikēs Historias Biblia 18 Tomvs Prior (1630)",Buch
gnd_10095443X,"Nicephorus Callistus Xanthopulus",Person
gnd_124677320,"Du Duc, Fronton",Person
gnd_136285422,"Lange, Johann",Person
"Richelieu, Armandus Joannes","Richelieu, Armandus Joannes",Person
Cramoisy,Cramoisy,Druckende_Verlegende
"Lutetiae Parisiorum","Lutetiae Parisiorum",Ort
Ordensliteratur:Jesuiten,Ordensliteratur:Jesuiten,Inhalt_Gattung
K10plus_513708979,"La Secchia Rapita. Poema Eroicomico, e'l Canto Dell'Oceano (1625)",Buch
gnd_118753959,"Tassoni, Alessandro",Person
gnd_122970470,"Barberini, Antonio",Person
Sarzina,Sarzina,Druckende_Verlegende
Venetia,Venetia,Ort
Verserzählung,Verserzählung,Inhalt_Gattung
K10plus_151756309,"La Biblia. Que es, Los sacros libros del Vieio y Nuevo Testamento. : Trasladada en español. (1622)",Buch
"Aubrius & Schleich","Aubrius & Schleich",Druckende_Verlegende
[Basel],[Basel],Ort
K10plus_394766091,"Andreæ Althameri Commentaria: In P. Cornelii Taciti equitis Romani libellum De Situ, Moribus Et Populis Germaniæ (1609)",Buch
gnd_118620452,"Tacitus, Cornelius",Person
gnd_100010423,"Althamer, Andreas",Person
Forster,Forster,Druckende_Verlegende
Ambergae,Ambergae,Ort
K10plus_567283895,"Matthaei Dresseri  ORATIO  DE ORDINE, VERITATE ET VSV  in historiarum lectione  spectando. Habita in Academia Lipsi-ca, XVII Januarij,anno 8 (1582)",Buch
gnd_116218363,"Dresser, Matthaeus",Person
"Gronenberg, Simon","Gronenberg, Simon",Druckende_Verlegende
Wittenberg,Wittenberg,Ort
Rede,Rede,Inhalt_Gattung
K10plus_223457167,"Cosmographiae Vniversalis Lib. VI. In Qvibvs Ivxta Certioris Fidei Scriptores .. describuntur, Omnium habitabilis Orbis partium situs propri (1572)",Buch
gnd_118585517,"Münster, Sebastian",Person
Henricpetri,Henricpetri,Druckende_Verlegende
Basileae,Basileae,Ort
Geographie,Geographie,Inhalt_Gattung
K10plus_389070084,"Teutsch Passional vnsers [unsers] Herren Jesu Christi. Mit schönen tröstlichen Gebetlein (1547)",Buch
"Schwenckfeld, Caspar","Schwenckfeld, Caspar",Person
[s.n.],[s.n.],Druckende_Verlegende
Nürnberg,Nürnberg,Ort
