id;label;type
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
bertram_anon_1;bertram_anon_1;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
oppel_moritz_friedrich;oppel_moritz_friedrich;person
viereck_adam_otto;viereck_adam_otto;person
stechinelli_ludwig_wilhelm;stechinelli_ludwig_wilhelm;person
jordan_carl_friedrich;jordan_carl_friedrich;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;braunschweig-wolfenbuettel_ferdinand_albrecht_ii;person
schleinitz_hans_christoph;schleinitz_hans_christoph;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
besser_heinrich_adrian;besser_heinrich_adrian;person
walther_friedrich_hans;walther_friedrich_hans;person
steinberg_friedrich;steinberg_friedrich;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
heemskerck_van_cornelia;heemskerck_van_cornelia;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
rindsmaul_maria_katharina;rindsmaul_maria_katharina;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
paar_joseph_ignaz;paar_joseph_ignaz;person
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;braunschweig-wolfenbuettel_ferdinand_albrecht_ii;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_henriette_christine;braunschweig-wolfenbuettel_henriette_christine;person
braunschweig-wolfenbuettel_sophia_amalia;braunschweig-wolfenbuettel_sophia_amalia;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
schleswig-holstein-sonderburg-ploen_dorothea_sophia;schleswig-holstein-sonderburg-ploen_dorothea_sophia;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_antoinette_amalia;braunschweig-wolfenbuettel_antoinette_amalia;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
cramm_anon_1;cramm_anon_1;person
probst_philipp_ludwig;probst_philipp_ludwig;person
probst_maria_elisabeth;probst_maria_elisabeth;person
dehn_ilse_luise;dehn_ilse_luise;person
luedeke_urban_dietrich;luedeke_urban_dietrich;person
luedeke_gebhard_levin;luedeke_gebhard_levin;person
oppel_moritz_friedrich;oppel_moritz_friedrich;person
bernstorff_hans_valentin;bernstorff_hans_valentin;person
bortfeld_hedwig_dorothea;bortfeld_hedwig_dorothea;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_antoinette_amalia;braunschweig-wolfenbuettel_antoinette_amalia;person
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;braunschweig-wolfenbuettel-bevern_ernst_ferdinand;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
sachsen-eisenach_christiane_juliane;sachsen-eisenach_christiane_juliane;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
balcke_johann_christoph;balcke_johann_christoph;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
schweden_karl_xii;schweden_karl_xii;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
koetzler_florentina;koetzler_florentina;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
sparr_anon_1;sparr_anon_1;person
roessing_rudolph_sigmund;roessing_rudolph_sigmund;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
schaumburg-lippe_johanna_sophia;schaumburg-lippe_johanna_sophia;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-lueneburg_eleonore;braunschweig-lueneburg_eleonore;person
schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
kaiser_karl_vi;kaiser_karl_vi;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;person
braunschweig-lueneburg_eleonore;braunschweig-lueneburg_eleonore;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-lueneburg_eleonore;braunschweig-lueneburg_eleonore;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;person
braunschweig-lueneburg_eleonore;braunschweig-lueneburg_eleonore;person
schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;schleswig-holstein-sonderburg-wiesenburg_johanna_magdalena_louisa;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
brauns_johann;brauns_johann;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
russland_charlotte_christine_sophie;russland_charlotte_christine_sophie;person
schleswig-holstein-sonderburg-ploen_juliane_luise;schleswig-holstein-sonderburg-ploen_juliane_luise;person
cramm_anon_1;cramm_anon_1;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
lothringen_karl_joseph;lothringen_karl_joseph;person
lothringen_leopold_joseph;lothringen_leopold_joseph;person
wolff-metternich_zur_gracht_franz_arnold;wolff-metternich_zur_gracht_franz_arnold;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
lothringen_karl_joseph;lothringen_karl_joseph;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
weyhe_christian_ludwig;weyhe_christian_ludwig;person
platen-hallermund_ernst_august;platen-hallermund_ernst_august;person
platen-hallermund_franz_ernst;platen-hallermund_franz_ernst;person
braunschweig-lueneburg_ernst_august_i;braunschweig-lueneburg_ernst_august_i;person
kielmansegg_johann_adolf;kielmansegg_johann_adolf;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
hagen_busso;hagen_busso;person
veltheim_joachim_ludolf_2;veltheim_joachim_ludolf_2;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
haxthausen_anton_ulrich;haxthausen_anton_ulrich;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
platen-hallermund_ernst_august;platen-hallermund_ernst_august;person
braunschweig-wolfenbuettel-bevern_sophia_eleonora;braunschweig-wolfenbuettel-bevern_sophia_eleonora;person
sachsen_anna_sophia;sachsen_anna_sophia;person
sachsen_johann_georg_iii;sachsen_johann_georg_iii;person
polen_august_iii;polen_august_iii;person
mordeisen_gottfried_wilhelm;mordeisen_gottfried_wilhelm;person
polen_august_iii;polen_august_iii;person
roessing_anon_1;roessing_anon_1;person
jordan_carl_friedrich;jordan_carl_friedrich;person
buenau_anon_1;buenau_anon_1;person
polen_stanislaw_i;polen_stanislaw_i;person
sachsen-merseburg_heinrich;sachsen-merseburg_heinrich;person
lescours_armand;lescours_armand;person
lescours_judith;lescours_judith;person
sommerfeld_karl_christian;sommerfeld_karl_christian;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
bennigsen_johanna_henriette;bennigsen_johanna_henriette;person
bard_francesca;bard_francesca;person
rheden_anon_1;rheden_anon_1;person
poellnitz_henriette_charlotte;poellnitz_henriette_charlotte;person
brandenburg_sophie_charlotte;brandenburg_sophie_charlotte;person
schwartz_anon_1;schwartz_anon_1;person
bruennow_anon_1;bruennow_anon_1;person
diepenbrock_anon_2;diepenbrock_anon_2;person
galli_giuseppe_carlo;galli_giuseppe_carlo;person
winde_william;winde_william;person
rheden_anon_2;rheden_anon_2;person
fabricius_johann;fabricius_johann;person
grote_anon_1;grote_anon_1;person
alvensleben_johann_friedrich;alvensleben_johann_friedrich;person
raumer_friedrich_amadeus_gottlieb;raumer_friedrich_amadeus_gottlieb;person
howe_emanuel_scrope;howe_emanuel_scrope;person
howe_ruperta;howe_ruperta;person
friesendorff_karl_gustav;friesendorff_karl_gustav;person
nomis_benedict_andreas_caspar;nomis_benedict_andreas_caspar;person
rheden_anon_2;rheden_anon_2;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
hohenzollern-hechingen_marie_leopoldine_ludovika;hohenzollern-hechingen_marie_leopoldine_ludovika;person
lamberg_luise_ernestine_friederike;lamberg_luise_ernestine_friederike;person
hohenzollern-hechingen_christine_eberhardine_friederike;hohenzollern-hechingen_christine_eberhardine_friederike;person
hohenzollern-hechingen_sophia_johanna_friederike;hohenzollern-hechingen_sophia_johanna_friederike;person
weyhe_christian_ludwig;weyhe_christian_ludwig;person
hardenberg_christian_ulrich;hardenberg_christian_ulrich;person
platen-hallermund_ernst_august;platen-hallermund_ernst_august;person
kielmansegg_johann_adolf;kielmansegg_johann_adolf;person
schulenburg_christian_guenther;schulenburg_christian_guenther;person
blum_heinrich_wilhelm;blum_heinrich_wilhelm;person
schack_anon_1;schack_anon_1;person
schack_christian;schack_christian;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
baudissin_wolf_heinrich;baudissin_wolf_heinrich;person
eyb_johann_friedrich;eyb_johann_friedrich;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
hohenzollern-hechingen_marie_leopoldine_ludovika;hohenzollern-hechingen_marie_leopoldine_ludovika;person
lamberg_luise_ernestine_friederike;lamberg_luise_ernestine_friederike;person
hohenzollern-hechingen_christine_eberhardine_friederike;hohenzollern-hechingen_christine_eberhardine_friederike;person
hohenzollern-hechingen_sophia_johanna_friederike;hohenzollern-hechingen_sophia_johanna_friederike;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
leger_anon_1;leger_anon_1;person
polen_august_ii;polen_august_ii;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
brandenburg-ansbach_wilhelm_friedrich;brandenburg-ansbach_wilhelm_friedrich;person
schaumburg-lippe_johanna_sophia;schaumburg-lippe_johanna_sophia;person
sinzendorff_anon_1;sinzendorff_anon_1;person
waldeck-pyrmont_friedrich_anton_ulrich;waldeck-pyrmont_friedrich_anton_ulrich;person
dohna_anon_1;dohna_anon_1;person
pfalz_johann_wilhelm;pfalz_johann_wilhelm;person
boyneburg_levin_walrab;boyneburg_levin_walrab;person
hessen-darmstadt_ernst_ludwig;hessen-darmstadt_ernst_ludwig;person
amerangh_anon_1;amerangh_anon_1;person
friesendorff_karl_gustav;friesendorff_karl_gustav;person
rasponi_anon_1;rasponi_anon_1;person
schleswig-holstein-sonderburg-beck_anton_guenther;schleswig-holstein-sonderburg-beck_anton_guenther;person
cornberg_adam;cornberg_adam;person
cornberg_ilse_anna;cornberg_ilse_anna;person
felden_florenz;felden_florenz;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_henriette_christine;braunschweig-wolfenbuettel_henriette_christine;person
boggen_bernhard;boggen_bernhard;person
hohenlohe-weikersheim_karl_ludwig;hohenlohe-weikersheim_karl_ludwig;person
friesendorff_karl_gustav;friesendorff_karl_gustav;person
bennigsen_magdalena_agnes;bennigsen_magdalena_agnes;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
kaiserin_wilhelmine_amalie;kaiserin_wilhelmine_amalie;person
rindsmaul_maria_katharina;rindsmaul_maria_katharina;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
salburg_anon_1;salburg_anon_1;person
oettingen-oettingen_albrecht_ernst_ii;oettingen-oettingen_albrecht_ernst_ii;person
griesheim_johann_ernst;griesheim_johann_ernst;person
steffani_agostino;steffani_agostino;person
alvensleben_johann_friedrich;alvensleben_johann_friedrich;person
alvensleben_adelheid_agnes;alvensleben_adelheid_agnes;person
bothmer_friedrich_johann;bothmer_friedrich_johann;person
nomis_benedict_andreas_caspar;nomis_benedict_andreas_caspar;person
lahontan_louis_armand;lahontan_louis_armand;person
imhoff_wilhelm_heinrich;imhoff_wilhelm_heinrich;person
paar_joseph_ignaz;paar_joseph_ignaz;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
wurmb_ludwig_heinrich;wurmb_ludwig_heinrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
schwarzburg-rudolstadt_magdalena_sibylla;schwarzburg-rudolstadt_magdalena_sibylla;person
schwarzburg-rudolstadt_ludwig_friedrich;schwarzburg-rudolstadt_ludwig_friedrich;person
schwarzburg-rudolstadt_anna_sophia;schwarzburg-rudolstadt_anna_sophia;person
wurmb_ludwig_heinrich;wurmb_ludwig_heinrich;person
voelckening_jobst_eberhard;voelckening_jobst_eberhard;person
heiring_jakob;heiring_jakob;person
luening_johann_friedrich;luening_johann_friedrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
daniel_anon_1;daniel_anon_1;person
braunschweig-lueneburg_caroline;braunschweig-lueneburg_caroline;person
braunschweig-lueneburg_friedrich_ludwig;braunschweig-lueneburg_friedrich_ludwig;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
russland_charlotte_christine_sophie;russland_charlotte_christine_sophie;person
polen_christiane_eberhardine;polen_christiane_eberhardine;person
neindorff_anon_1;neindorff_anon_1;person
ostfriesland_christian_eberhard;ostfriesland_christian_eberhard;person
veltheim_joachim_ludolf_1;veltheim_joachim_ludolf_1;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
hagen_dorothea_henriette;hagen_dorothea_henriette;person
hagen_august_ferdinand;hagen_august_ferdinand;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;braunschweig-wolfenbuettel_ferdinand_albrecht_ii;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
fideler_karl_heinrich;fideler_karl_heinrich;person
baden-durlach_anna_sophia;baden-durlach_anna_sophia;person
sachsen-eisenach_christiane_juliane;sachsen-eisenach_christiane_juliane;person
sachsen-eisenach_karl_august;sachsen-eisenach_karl_august;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
oppel_moritz_friedrich;oppel_moritz_friedrich;person
braunschweig-wolfenbuettel_elisabeth_juliane;braunschweig-wolfenbuettel_elisabeth_juliane;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
busch_bodo_heinrich;busch_bodo_heinrich;person
bernstorff_hans_valentin;bernstorff_hans_valentin;person
schoeps_katharina_benedikte;schoeps_katharina_benedikte;person
brandenburg_sophie_dorothea;brandenburg_sophie_dorothea;person
brandenburg_friedrich_ludwig;brandenburg_friedrich_ludwig;person
danckelman_eberhard_christoph_balthasar;danckelman_eberhard_christoph_balthasar;person
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;braunschweig-wolfenbuettel_ferdinand_albrecht_ii;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
rantzau_alexander_leopold_anton;rantzau_alexander_leopold_anton;person
rhetz_jacob;rhetz_jacob;person
bernstorff_hans_valentin;bernstorff_hans_valentin;person
busch_bodo_heinrich;busch_bodo_heinrich;person
baden-baden_ludwig_wilhelm_i;baden-baden_ludwig_wilhelm_i;person
friesendorff_karl_gustav;friesendorff_karl_gustav;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
polen_stanislaw_i;polen_stanislaw_i;person
schweden_karl_xii;schweden_karl_xii;person
braunschweig-wolfenbuettel_haus;braunschweig-wolfenbuettel_haus;person
braunschweig-wolfenbuettel_sophia_amalia;braunschweig-wolfenbuettel_sophia_amalia;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
friesendorff_karl_gustav;friesendorff_karl_gustav;person
marlborough_john_churchill;marlborough_john_churchill;person
schweden_karl_xii;schweden_karl_xii;person
reventlow_christian_detlev;reventlow_christian_detlev;person
daenemark_friedrich_iv;daenemark_friedrich_iv;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
hagen_busso;hagen_busso;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
probst_philipp_ludwig;probst_philipp_ludwig;person
reventlow_christian_detlev;reventlow_christian_detlev;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
probst_philipp_ludwig;probst_philipp_ludwig;person
daenemark_friedrich_iv;daenemark_friedrich_iv;person
daenemark_friedrich_iv;daenemark_friedrich_iv;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
reventlow_christian_detlev;reventlow_christian_detlev;person
hagen_busso;hagen_busso;person
muenchhausen_hans_heinrich;muenchhausen_hans_heinrich;person
braunschweig-lueneburg_haus;braunschweig-lueneburg_haus;person
daenemark_karl;daenemark_karl;person
daenemark_georg;daenemark_georg;person
grossbritannien_anne;grossbritannien_anne;person
daniel_anon_1;daniel_anon_1;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
nikolaus_anon;nikolaus_anon;person
heimburg_jost_heine;heimburg_jost_heine;person
steinberg_friedrich;steinberg_friedrich;person
luedeke_gebhard_levin;luedeke_gebhard_levin;person
gabelkofen_hans_siegfried;gabelkofen_hans_siegfried;person
viereck_adam_otto;viereck_adam_otto;person
cramm_anon_2;cramm_anon_2;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
campen_bernhard_adolph;campen_bernhard_adolph;person
heimburg_jost_heine;heimburg_jost_heine;person
schack_anon_2;schack_anon_2;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
krosigk_anon_1;krosigk_anon_1;person
viereck_adam_otto;viereck_adam_otto;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
braunschweig-lueneburg_georg_i;braunschweig-lueneburg_georg_i;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-lueneburg_ernst_august_ii;braunschweig-lueneburg_ernst_august_ii;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
bernstorff_hans_valentin;bernstorff_hans_valentin;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
cramm_anon_1;cramm_anon_1;person
cramm_johann_ludwig;cramm_johann_ludwig;person
viereck_adam_otto;viereck_adam_otto;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;braunschweig-wolfenbuettel_ferdinand_albrecht_ii;person
schweden_karl_xii;schweden_karl_xii;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;braunschweig-wolfenbuettel-bevern_ernst_ferdinand;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_sophia_amalia;braunschweig-wolfenbuettel_sophia_amalia;person
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;braunschweig-wolfenbuettel_ferdinand_albrecht_ii;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
braunschweig-wolfenbuettel_antoinette_amalia;braunschweig-wolfenbuettel_antoinette_amalia;person
cramm_anon_1;cramm_anon_1;person
campen_bernhard_adolph;campen_bernhard_adolph;person
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;braunschweig-wolfenbuettel-bevern_ernst_ferdinand;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
paar_joseph_ignaz;paar_joseph_ignaz;person
rindsmaul_maria_katharina;rindsmaul_maria_katharina;person
imhoff_rudolph_christian;imhoff_rudolph_christian;person
bennigsen_johanna_henriette;bennigsen_johanna_henriette;person
bennigsen_levin_adolf;bennigsen_levin_adolf;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_christine_luise;braunschweig-wolfenbuettel_christine_luise;person
braunschweig-wolfenbuettel_antoinette_amalia;braunschweig-wolfenbuettel_antoinette_amalia;person
cramm_anon_1;cramm_anon_1;person
matthiae_andreas;matthiae_andreas;person
heiring_jakob;heiring_jakob;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;braunschweig-wolfenbuettel-bevern_ernst_ferdinand;person
schweden_karl_xii;schweden_karl_xii;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_sophia_amalia;braunschweig-wolfenbuettel_sophia_amalia;person
schleswig-holstein-gottorf_marie_elisabeth;schleswig-holstein-gottorf_marie_elisabeth;person
schleswig-holstein-sonderburg-ploen_dorothea_sophia;schleswig-holstein-sonderburg-ploen_dorothea_sophia;person
mecklenburg-schwerin_christian_ludwig_ii;mecklenburg-schwerin_christian_ludwig_ii;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_henriette_christine;braunschweig-wolfenbuettel_henriette_christine;person
baden-durlach_augusta_maria;baden-durlach_augusta_maria;person
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;braunschweig-wolfenbuettel_ferdinand_albrecht_ii;person
braunschweig-wolfenbuettel_august_wilhelm;braunschweig-wolfenbuettel_august_wilhelm;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
kaiserin_elisabeth_christine;kaiserin_elisabeth_christine;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-wolfenbuettel_anton_ulrich;braunschweig-wolfenbuettel_anton_ulrich;person
braunschweig-lueneburg_sophie;braunschweig-lueneburg_sophie;person
braunschweig-wolfenbuettel_antoinette_amalia;braunschweig-wolfenbuettel_antoinette_amalia;person
