source;target;manuscript
oppel_moritz_friedrich;1707-09-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_elisabeth_juliane;1707-09-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-09-12;Cod. Guelf. 286a Blank.
busch_bodo_heinrich;1707-09-12;Cod. Guelf. 286a Blank.
bernstorff_hans_valentin;1707-09-12;Cod. Guelf. 286a Blank.
schoeps_katharina_benedikte;1707-10-31;Cod. Guelf. 286a Blank.
brandenburg_sophie_dorothea;1707-11-23;Cod. Guelf. 286a Blank.
brandenburg_friedrich_ludwig;1707-11-23;Cod. Guelf. 286a Blank.
danckelman_eberhard_christoph_balthasar;1707-11-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-09-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-09-07;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-09-08;Cod. Guelf. 286a Blank.
rantzau_alexander_leopold_anton;1707-09-04;Cod. Guelf. 286a Blank.
rhetz_jacob;1707-11-14;Cod. Guelf. 286a Blank.
bernstorff_hans_valentin;1707-11-14;Cod. Guelf. 286a Blank.
busch_bodo_heinrich;1707-11-14;Cod. Guelf. 286a Blank.
baden-baden_ludwig_wilhelm_i;1707-12-03;Cod. Guelf. 286a Blank.
friesendorff_karl_gustav;1707-03-03;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-03-03;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-03-03;Cod. Guelf. 286a Blank.
polen_stanislaw_i;1707-03-03;Cod. Guelf. 286a Blank.
schweden_karl_xii;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_haus;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-04-25;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-04-25;Cod. Guelf. 286a Blank.
friesendorff_karl_gustav;1707-04-25;Cod. Guelf. 286a Blank.
marlborough_john_churchill;1707-04-25;Cod. Guelf. 286a Blank.
schweden_karl_xii;1707-04-25;Cod. Guelf. 286a Blank.
reventlow_christian_detlev;1707-10-04;Cod. Guelf. 286a Blank.
daenemark_friedrich_iv;1707-10-04;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-04;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-13;Cod. Guelf. 286a Blank.
hagen_busso;1707-10-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-10-13;Cod. Guelf. 286a Blank.
probst_philipp_ludwig;1707-10-13;Cod. Guelf. 286a Blank.
reventlow_christian_detlev;1707-10-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-13;Cod. Guelf. 286a Blank.
probst_philipp_ludwig;1707-10-13;Cod. Guelf. 286a Blank.
daenemark_friedrich_iv;1707-10-13;Cod. Guelf. 286a Blank.
daenemark_friedrich_iv;1707-10-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-13;Cod. Guelf. 286a Blank.
reventlow_christian_detlev;1707-10-13;Cod. Guelf. 286a Blank.
hagen_busso;1707-10-13;Cod. Guelf. 286a Blank.
muenchhausen_hans_heinrich;1707-10-13;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_haus;1707-10-13;Cod. Guelf. 286a Blank.
daenemark_karl;1707-10-13;Cod. Guelf. 286a Blank.
daenemark_georg;1707-10-13;Cod. Guelf. 286a Blank.
grossbritannien_anne;1707-10-13;Cod. Guelf. 286a Blank.
daniel_anon_1;1707-10-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-13;Cod. Guelf. 286a Blank.
nikolaus_anon;1707-10-13;Cod. Guelf. 286a Blank.
heimburg_jost_heine;1707-10-13;Cod. Guelf. 286a Blank.
steinberg_friedrich;1707-06-20;Cod. Guelf. 286a Blank.
luedeke_gebhard_levin;1707-06-20;Cod. Guelf. 286a Blank.
gabelkofen_hans_siegfried;1707-06-20;Cod. Guelf. 286a Blank.
viereck_adam_otto;1707-06-20;Cod. Guelf. 286a Blank.
cramm_anon_2;1707-07-09;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-07-09;Cod. Guelf. 286a Blank.
campen_bernhard_adolph;1707-07-09;Cod. Guelf. 286a Blank.
heimburg_jost_heine;1707-07-11;Cod. Guelf. 286a Blank.
schack_anon_2;1707-07-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-07-11;Cod. Guelf. 286a Blank.
krosigk_anon_1;1707-07-11;Cod. Guelf. 286a Blank.
viereck_adam_otto;1707-07-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-12;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-12;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-17;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-26;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-01-26;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-26;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_ernst_august_ii;1707-02-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-03;Cod. Guelf. 286a Blank.
bernstorff_hans_valentin;1707-02-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-02-23;Cod. Guelf. 286a Blank.
cramm_anon_1;1707-02-23;Cod. Guelf. 286a Blank.
cramm_johann_ludwig;1707-02-23;Cod. Guelf. 286a Blank.
viereck_adam_otto;1707-02-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-23;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-02-22;Cod. Guelf. 286a Blank.
schweden_karl_xii;1707-02-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-03-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-03-11;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-03-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-03-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-03-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-03-14;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-03-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-03-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-03-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-03-16;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-03-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-03-16;Cod. Guelf. 286a Blank.
cramm_anon_1;1707-03-16;Cod. Guelf. 286a Blank.
campen_bernhard_adolph;1707-03-17;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-03-24;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-04-19;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-04-19;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-04-20;Cod. Guelf. 286a Blank.
paar_joseph_ignaz;1707-04-20;Cod. Guelf. 286a Blank.
rindsmaul_maria_katharina;1707-04-20;Cod. Guelf. 286a Blank.
imhoff_rudolph_christian;1707-04-20;Cod. Guelf. 286a Blank.
bennigsen_johanna_henriette;1707-04-20;Cod. Guelf. 286a Blank.
bennigsen_levin_adolf;1707-04-20;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-05-07;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-05-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-05-10;Cod. Guelf. 286a Blank.
cramm_anon_1;1707-05-10;Cod. Guelf. 286a Blank.
matthiae_andreas;1707-05-10;Cod. Guelf. 286a Blank.
heiring_jakob;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-06-18;Cod. Guelf. 286a Blank.
schweden_karl_xii;1707-06-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-07-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_sophia_amalia;1707-07-06;Cod. Guelf. 286a Blank.
schleswig-holstein-gottorf_marie_elisabeth;1707-07-06;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-ploen_dorothea_sophia;1707-07-06;Cod. Guelf. 286a Blank.
mecklenburg-schwerin_christian_ludwig_ii;1707-07-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-07-06;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_henriette_christine;1707-07-09;Cod. Guelf. 286a Blank.
baden-durlach_augusta_maria;1707-07-09;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-01-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-02-08;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-03-04;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-03-04;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-03-04;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-03-04;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-03-04;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-03-04;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-03-04;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-05-16;Cod. Guelf. 286a Blank.
wurmb_ludwig_heinrich;1707-05-16;Cod. Guelf. 286a Blank.
schwarzburg-rudolstadt_ludwig_friedrich;1707-05-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-06-14;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-06-14;Cod. Guelf. 286a Blank.
russland_charlotte_christine_sophi;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-06-14;Cod. Guelf. 286a Blank.
cefir_moises;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-06-14;Cod. Guelf. 286a Blank.
merode-westerloo_jean_philippe_eugene;1707-06-14;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-06-14;Cod. Guelf. 286a Blank.
behrens_brandan_dietrich;1707-06-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-06-14;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-07-22;Cod. Guelf. 286a Blank.
bacmeister_eberhard;1707-07-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-07-22;Cod. Guelf. 286a Blank.
hardegg_johann_conrad_friedrich;1707-07-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-07-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-07-22;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-07-22;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-07-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-15;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-10-15;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-10-15;Cod. Guelf. 286a Blank.
cima_nicola_agostino;1707-10-19;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-19;Cod. Guelf. 286a Blank.
heiring_sophia_lucia;1707-10-19;Cod. Guelf. 286a Blank.
heiring_georg_valentin;1707-10-19;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-10-19;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-31;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-10-31;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel-bevern_ernst_ferdinand;1707-10-31;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-10-31;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-10-31;Cod. Guelf. 286a Blank.
stentzel_anon_1;1707-02-08;Cod. Guelf. 286a Blank.
behrens_leffmann;1707-02-08;Cod. Guelf. 286a Blank.
hohenlohe-weikersheim_karl_ludwig;1707-02-08;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_ernst_august_ii;1707-03-19;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_ii;1707-03-19;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-03-19;Cod. Guelf. 286a Blank.
sachsen-merseburg_heinrich;1707-03-19;Cod. Guelf. 286a Blank.
platen-hallermund_franz_ernst;1707-03-19;Cod. Guelf. 286a Blank.
howe_emanuel_scrope;1707-03-19;Cod. Guelf. 286a Blank.
spesser_anon_1;1707-03-19;Cod. Guelf. 286a Blank.
fabricius_johann;1707-03-19;Cod. Guelf. 286a Blank.
nomis_benedict_andreas_caspar;1707-03-19;Cod. Guelf. 286a Blank.
galli_giuseppe_carlo;1707-03-19;Cod. Guelf. 286a Blank.
zigel_anon_1;1707-03-19;Cod. Guelf. 286a Blank.
holl_anon_1;1707-03-19;Cod. Guelf. 286a Blank.
schulenburg_anon_1;1707-03-19;Cod. Guelf. 286a Blank.
schulenburg_anon_2;1707-03-19;Cod. Guelf. 286a Blank.
cornberg_adam;1707-03-19;Cod. Guelf. 286a Blank.
kielmansegg_johann_adolf;1707-03-19;Cod. Guelf. 286a Blank.
hohenzollern-hechingen_marie_leopoldine_ludovika;1707-03-19;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_caroline;1707-03-19;Cod. Guelf. 286a Blank.
steinberg_friedrich;1707-02-08;Cod. Guelf. 286a Blank.
luedeke_urban_dietrich;1707-02-08;Cod. Guelf. 286a Blank.
heimburg_jost_heine;1707-02-08;Cod. Guelf. 286a Blank.
galli_giuseppe_carlo;1707-02-09;Cod. Guelf. 286a Blank.
nomis_benedict_andreas_caspar;1707-02-10;Cod. Guelf. 286a Blank.
platen-hallermund_franz_ernst;1707-03-08;Cod. Guelf. 286a Blank.
howe_emanuel_scrope;1707-03-08;Cod. Guelf. 286a Blank.
friesendorff_karl_gustav;1707-03-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-03-08;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1707-03-08;Cod. Guelf. 286a Blank.
sinzendorff_anon_1;1707-03-11;Cod. Guelf. 286a Blank.
schlitz-goertz_friedrich_wilhelm;1707-03-11;Cod. Guelf. 286a Blank.
bernstorff_andreas_gottlieb;1707-03-11;Cod. Guelf. 286a Blank.
buelow_joachim_heinrich;1707-03-11;Cod. Guelf. 286a Blank.
schleinitz_hans_christoph;1707-03-11;Cod. Guelf. 286a Blank.
buelow_otto_diedrich;1707-03-11;Cod. Guelf. 286a Blank.
cornberg_adam;1707-03-11;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-beck_anton_guenther;1707-03-11;Cod. Guelf. 286a Blank.
paar_joseph_ignaz;1707-03-11;Cod. Guelf. 286a Blank.
imhoff_wilhelm_heinrich;1707-03-11;Cod. Guelf. 286a Blank.
du_cros_josef_august;1707-03-11;Cod. Guelf. 286a Blank.
urbich_johann_christoph;1707-03-11;Cod. Guelf. 286a Blank.
alvensleben_johann_friedrich;1707-03-11;Cod. Guelf. 286a Blank.
oberg_bodo;1707-04-28;Cod. Guelf. 286a Blank.
luedeke_urban_dietrich;1707-06-02;Cod. Guelf. 286a Blank.
planitz_rudolph_august;1707-06-02;Cod. Guelf. 286a Blank.
planitz_henriette_sibylla;1707-06-02;Cod. Guelf. 286a Blank.
asseburg_anna_eleonora;1707-06-02;Cod. Guelf. 286a Blank.
moellendorff_henriette_christiane;1707-06-02;Cod. Guelf. 286a Blank.
moellendorff_caroline_auguste_sophie;1707-06-02;Cod. Guelf. 286a Blank.
wuerttemberg_friedrich_ludwig;1707-06-05;Cod. Guelf. 286a Blank.
planitz_rudolph_august;1707-06-05;Cod. Guelf. 286a Blank.
niendorff_anon_1;1707-06-05;Cod. Guelf. 286a Blank.
nostitz_anon_1;1707-06-05;Cod. Guelf. 286a Blank.
leibniz_gottfried_wilhelm;1707-06-08;Cod. Guelf. 286a Blank.
heringen_elisabeth_juliane;1707-06-12;Cod. Guelf. 286a Blank.
solms-braunfels-greifenstein_magdalene_sophie;1707-06-12;Cod. Guelf. 286a Blank.
solms-braunfels-greifenstein_sophia_sibylla;1707-06-12;Cod. Guelf. 286a Blank.
hessen-homburg_christine_charlotte;1707-06-12;Cod. Guelf. 286a Blank.
dohna-schlobitten_dorothea_sophie;1707-06-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-06-12;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-ploen_adolf_august;1707-06-18;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_elisabeth_sophia_maria;1707-06-18;Cod. Guelf. 286a Blank.
alvensleben_johann_friedrich;1707-06-21;Cod. Guelf. 286a Blank.
friesendorff_karl_gustav;1707-06-21;Cod. Guelf. 286a Blank.
kaiser_joseph_i;1707-06-23;Cod. Guelf. 286a Blank.
cefir_moises;1707-06-23;Cod. Guelf. 286a Blank.
du_cros_josef_august;1707-06-25;Cod. Guelf. 286a Blank.
mecklenburg-schwerin_christian_ludwig_ii;1707-07-02;Cod. Guelf. 286a Blank.
buelow_hartwig_heinrich;1707-07-02;Cod. Guelf. 286a Blank.
oberg_bodo;1707-07-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-07-03;Cod. Guelf. 286a Blank.
nomis_benedict_andreas_caspar;1707-07-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-07-05;Cod. Guelf. 286a Blank.
kriegsheim_anon_2;1707-07-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-07-12;Cod. Guelf. 286a Blank.
sachsen-eisenach_christiane_juliane;1707-07-12;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-07-12;Cod. Guelf. 286a Blank.
venier_anon_1;1707-07-16;Cod. Guelf. 286a Blank.
vieregg_anon_1;1707-07-17;Cod. Guelf. 286a Blank.
urbich_johann_christoph;1707-07-17;Cod. Guelf. 286a Blank.
nütz_johann_tobias_ignatz;1707-07-24;Cod. Guelf. 286a Blank.
glaubitz_siegmund_heinz;1707-07-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-07-25;Cod. Guelf. 286a Blank.
bacmeister_eberhard;1707-07-26;Cod. Guelf. 286a Blank.
spoercken_dorothea_elisabeth;1707-07-31;Cod. Guelf. 286a Blank.
spoercken_ernst_wilhelm;1707-07-31;Cod. Guelf. 286a Blank.
gohr_georg_johann;1707-07-31;Cod. Guelf. 286a Blank.
haxthausen_anon_1;1707-08-09;Cod. Guelf. 286a Blank.
schallenberg_anon_1;1707-08-10;Cod. Guelf. 286a Blank.
hamilton_james;1707-08-11;Cod. Guelf. 286a Blank.
schonden_anon_1;1707-08-11;Cod. Guelf. 286a Blank.
schleswig-holstein-gottorf_albertina_friederike;1707-08-12;Cod. Guelf. 286a Blank.
schleswig-holstein-gottorf_christian_august;1707-08-12;Cod. Guelf. 286a Blank.
schwarzburg-rudolstadt_christine_sophie;1707-08-14;Cod. Guelf. 286a Blank.
ostfriesland_marie_charlotte;1707-08-14;Cod. Guelf. 286a Blank.
schleswig-holstein-sonderburg-ploen_juliane_luise;1707-08-14;Cod. Guelf. 286a Blank.
schaumburg-lippe_johanna_sophia;1707-08-16;Cod. Guelf. 286a Blank.
hohenlohe-langenburg_christiana_maria;1707-08-16;Cod. Guelf. 286a Blank.
reuss_augusta_dorothea;1707-08-16;Cod. Guelf. 286a Blank.
hohenlohe-langenburg_ernestine_elisabeth;1707-08-16;Cod. Guelf. 286a Blank.
bard_francesca;1707-08-16;Cod. Guelf. 286a Blank.
galli_maria_therese_karoline;1707-08-16;Cod. Guelf. 286a Blank.
polen_august_iii;1707-08-16;Cod. Guelf. 286a Blank.
schulenburg_matthias_johann;1707-09-05;Cod. Guelf. 286a Blank.
frydag_burchard_philipp;1707-09-06;Cod. Guelf. 286a Blank.
kaiser_joseph_i;1707-09-06;Cod. Guelf. 286a Blank.
haxthausen_anon_2;1707-09-06;Cod. Guelf. 286a Blank.
kaiserin_eleonora_magdalena;1707-09-06;Cod. Guelf. 286a Blank.
windisch-graetz_anon_1;1707-09-07;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-09-07;Cod. Guelf. 286a Blank.
diepenbrock_anon_2;1707-09-07;Cod. Guelf. 286a Blank.
galli_giuseppe_carlo;1707-09-07;Cod. Guelf. 286a Blank.
vota_carlo_maurizio;1707-09-07;Cod. Guelf. 286a Blank.
schaumburg-lippe_friedrich_christian;1707-09-07;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_eleonore;1707-09-12;Cod. Guelf. 286a Blank.
sarragand_du_breuil_louise_artemise;1707-09-12;Cod. Guelf. 286a Blank.
lescours_armand;1707-09-13;Cod. Guelf. 286a Blank.
gohr_georg_johann;1707-09-13;Cod. Guelf. 286a Blank.
schleswig-holstein-gottorf_albertina_friederike;1707-09-20;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-09-22;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_eleonore;1707-09-22;Cod. Guelf. 286a Blank.
goess_anon_1;1707-09-22;Cod. Guelf. 286a Blank.
pfalz_johann_wilhelm;1707-09-22;Cod. Guelf. 286a Blank.
kaiser_karl_vi;1707-09-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-09-22;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-09-22;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-09-22;Cod. Guelf. 286a Blank.
kaiser_karl_vi;1707-09-22;Cod. Guelf. 286a Blank.
goess_anon_1;1707-09-24;Cod. Guelf. 286a Blank.
druchtleben_johann_gottfried;1707-09-24;Cod. Guelf. 286a Blank.
brand_christian_friedrich;1707-09-27;Cod. Guelf. 286a Blank.
friesendorff_karl_gustav;1707-10-14;Cod. Guelf. 286a Blank.
friesendorff_anna_christina;1707-10-14;Cod. Guelf. 286a Blank.
luettichau_familie;1707-10-14;Cod. Guelf. 286a Blank.
toland_john;1707-10-14;Cod. Guelf. 286a Blank.
cima_nicola_agostino;1707-10-14;Cod. Guelf. 286a Blank.
kaiser_kangxi;1707-10-14;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_sophie;1707-10-14;Cod. Guelf. 286a Blank.
gargan_charles_nicolas;1707-10-14;Cod. Guelf. 286a Blank.
urbich_johann_christoph;1707-10-14;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_antoinette_amalia;1707-10-14;Cod. Guelf. 286a Blank.
baden-durlach_augusta_maria;1707-10-14;Cod. Guelf. 286a Blank.
imhoff_rudolph_christian;1707-11-25;Cod. Guelf. 286a Blank.
bennigsen_magdalena_agnes;1707-11-28;Cod. Guelf. 286a Blank.
kaiserin_elisabeth_christine;1707-11-28;Cod. Guelf. 286a Blank.
aldenburg_wilhelmina_maria;1707-12-11;Cod. Guelf. 286a Blank.
ochs_anon_1;1707-12-13;Cod. Guelf. 286a Blank.
rheden_anon_3;1707-12-13;Cod. Guelf. 286a Blank.
schwartz_anon_2;1707-12-13;Cod. Guelf. 286a Blank.
einsiedel_anon_1;1707-12-13;Cod. Guelf. 286a Blank.
probst_philipp_ludwig;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-03;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_christine_luise;1707-01-03;Cod. Guelf. 286a Blank.
leschwandt_anon_1;1707-01-04;Cod. Guelf. 286a Blank.
leschwandt_anon_2;1707-01-04;Cod. Guelf. 286a Blank.
truetzschler_anon_1;1707-01-04;Cod. Guelf. 286a Blank.
deutz_anton;1707-01-04;Cod. Guelf. 286a Blank.
portugal_peter_ii;1707-01-04;Cod. Guelf. 286a Blank.
melo_nuno_alvares_pereira;1707-01-04;Cod. Guelf. 286a Blank.
portugal_johann_v;1707-01-04;Cod. Guelf. 286a Blank.
portugal_marie_sophie;1707-01-04;Cod. Guelf. 286a Blank.
pfalz_philipp_wilhelm;1707-01-04;Cod. Guelf. 286a Blank.
angerstein_johann_friedrich;1707-01-04;Cod. Guelf. 286a Blank.
walther_friedrich_hans;1707-01-10;Cod. Guelf. 286a Blank.
catborn_anon_1;1707-01-10;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-12;Cod. Guelf. 286a Blank.
albani_giovanni_francesco;1707-01-12;Cod. Guelf. 286a Blank.
wolff-metternich_zur_gracht_franz_arnold;1707-01-12;Cod. Guelf. 286a Blank.
braunschweig-lueneburg_georg_i;1707-01-13;Cod. Guelf. 286a Blank.
bernstorff_hans_valentin;1707-01-13;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_anton_ulrich;1707-01-16;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-01-17;Cod. Guelf. 286a Blank.
braunschweig-wolfenbuettel_august_wilhelm;1707-02-09;Cod. Guelf. 286a Blank.
