source,target,edgetype
http://d-nb.info/gnd/119362341,https://d-nb.info/gnd/101081715,Elternteil von
http://d-nb.info/gnd/119362341,https://d-nb.info/gnd/132374773,Elternteil von
https://d-nb.info/gnd/118571869,https://d-nb.info/gnd/119360691,Elternteil von
https://d-nb.info/gnd/101026641,https://d-nb.info/gnd/119360691,Elternteil von
https://d-nb.info/gnd/119360691,https://d-nb.info/gnd/137353618,Elternteil von
https://d-nb.info/gnd/119360691,https://d-nb.info/gnd/101081715,Elternteil von
https://d-nb.info/gnd/119360691,https://d-nb.info/gnd/132374773,Elternteil von
https://d-nb.info/gnd/118742221,http://d-nb.info/gnd/189551283,Elternteil von
https://d-nb.info/gnd/12890285X,http://d-nb.info/gnd/189551283,Elternteil von
http://d-nb.info/gnd/189551283,https://d-nb.info/gnd/119362341,Elternteil von
http://d-nb.info/gnd/189551283,https://d-nb.info/gnd/1140953907,Elternteil von
http://d-nb.info/gnd/104207566,https://d-nb.info/gnd/1166909034,Elternteil von
https://d-nb.info/gnd/10437814X,http://d-nb.info/gnd/128412216,Elternteil von
http://d-nb.info/gnd/11645718X,https://d-nb.info/gnd/1125459379,verheiratet mit
https://d-nb.info/gnd/124700470,https://d-nb.info/gnd/104207205,Elternteil von
https://d-nb.info/gnd/119157411,https://d-nb.info/gnd/104207205,Elternteil von
https://d-nb.info/gnd/104207205,https://d-nb.info/gnd/119135361,verheiratet mit
http://d-nb.info/gnd/102117470,https://d-nb.info/gnd/120064847,verheiratet mit
http://d-nb.info/gnd/102117470,https://d-nb.info/gnd/119240122,Elternteil von
http://d-nb.info/gnd/102117470,https://d-nb.info/gnd/118505084,Elternteil von
https://d-nb.info/gnd/119471922,http://d-nb.info/gnd/120064847,Elternteil von
https://d-nb.info/gnd/118693484,http://d-nb.info/gnd/120064847,Elternteil von
http://d-nb.info/gnd/120064847,https://d-nb.info/gnd/102117470,verheiratet mit
http://d-nb.info/gnd/120064847,https://d-nb.info/gnd/118505084,Elternteil von
http://d-nb.info/gnd/120064847,https://d-nb.info/gnd/119240122,Elternteil von
https://d-nb.info/gnd/102816964,https://d-nb.info/gnd/104177713,Elternteil von
https://d-nb.info/gnd/104177713,https://d-nb.info/gnd/11582166X,verheiratet mit
https://d-nb.info/gnd/10210915X,https://d-nb.info/gnd/102109117,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/120826062,verheiratet mit
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/119314002,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/104311835,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/130459720,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/130459747,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/1072250756,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/1017478880,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/1033932779,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/102169098,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/1033931349,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/141987871,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/131695177,Elternteil von
https://d-nb.info/gnd/102109117,https://d-nb.info/gnd/101421885,Elternteil von
https://d-nb.info/gnd/10210915X,https://d-nb.info/gnd/121002756,Elternteil von
https://d-nb.info/gnd/104376600,https://d-nb.info/gnd/121002756,Elternteil von
https://d-nb.info/gnd/118530887,https://d-nb.info/gnd/102764492,Elternteil von
https://d-nb.info/gnd/118530887,https://d-nb.info/gnd/119549999,Elternteil von
https://d-nb.info/gnd/119549999,https://d-nb.info/gnd/102308888,Elternteil von
https://d-nb.info/gnd/119549999,https://d-nb.info/gnd/136995020,Elternteil von
https://d-nb.info/gnd/119549999,https://d-nb.info/gnd/102109192,Elternteil von
https://d-nb.info/gnd/10210915X,http://d-nb.info/gnd/104175281,Elternteil von
https://d-nb.info/gnd/104376600,http://d-nb.info/gnd/104175281,Elternteil von
http://d-nb.info/gnd/104175281,https://d-nb.info/gnd/102308888,verheiratet mit
https://d-nb.info/gnd/119549999,http://d-nb.info/gnd/102181780,Elternteil von
https://d-nb.info/gnd/104182067,http://d-nb.info/gnd/102181780,Elternteil von
https://d-nb.info/gnd/118503472,https://d-nb.info/gnd/104182067,Elternteil von
https://d-nb.info/gnd/104182067,https://d-nb.info/gnd/102109192,Elternteil von
https://d-nb.info/gnd/104182067,https://d-nb.info/gnd/102181780,Elternteil von
https://d-nb.info/gnd/119549999,https://d-nb.info/gnd/102308888,Elternteil von
https://d-nb.info/gnd/121600092,https://d-nb.info/gnd/102308888,Elternteil von
https://d-nb.info/gnd/102308888,https://d-nb.info/gnd/1054553947,Elternteil von
https://d-nb.info/gnd/102308888,https://d-nb.info/gnd/104352388,Elternteil von
https://d-nb.info/gnd/124800939,https://d-nb.info/gnd/120064871,Elternteil von
https://d-nb.info/gnd/120064871,https://d-nb.info/gnd/104174420,verheiratet mit
https://d-nb.info/gnd/120064871,https://d-nb.info/gnd/104174463,Elternteil von
https://d-nb.info/gnd/120064871,https://d-nb.info/gnd/104174080,Elternteil von
https://d-nb.info/gnd/120064871,https://d-nb.info/gnd/120182823,Elternteil von
https://d-nb.info/gnd/120064871,https://d-nb.info/gnd/104175222,Elternteil von
https://d-nb.info/gnd/120064871,https://d-nb.info/gnd/104177594,Elternteil von
https://d-nb.info/gnd/104174420,http://d-nb.info/gnd/104177594,Elternteil von
https://d-nb.info/gnd/120064871,http://d-nb.info/gnd/104177594,Elternteil von
https://d-nb.info/gnd/102109028,https://d-nb.info/gnd/10210901X,Elternteil von
https://d-nb.info/gnd/120910934,https://d-nb.info/gnd/10210901X,Elternteil von
https://d-nb.info/gnd/10210901X,https://d-nb.info/gnd/104175931,Elternteil von
https://d-nb.info/gnd/120064995,https://d-nb.info/gnd/10414064X,Elternteil von
https://d-nb.info/gnd/104176865,https://d-nb.info/gnd/10414064X,Elternteil von
https://d-nb.info/gnd/10414064X,https://d-nb.info/gnd/104216409,verheiratet mit
https://d-nb.info/gnd/10414064X,https://d-nb.info/gnd/1070942049,Elternteil von
https://d-nb.info/gnd/102305889,https://d-nb.info/gnd/104177209,Elternteil von
https://d-nb.info/gnd/104177209,https://d-nb.info/gnd/122477863,verheiratet mit
https://d-nb.info/gnd/104177209,https://d-nb.info/gnd/120064952,Elternteil von
https://d-nb.info/gnd/118804537,https://d-nb.info/gnd/119080184,Elternteil von
https://d-nb.info/gnd/119080184,https://d-nb.info/gnd/117682349,Elternteil von
https://d-nb.info/gnd/133433722,https://d-nb.info/gnd/118804537,Elternteil von
https://d-nb.info/gnd/118804537,https://d-nb.info/gnd/133606457,verheiratet mit
https://d-nb.info/gnd/118804537,https://d-nb.info/gnd/119080184,Elternteil von
https://d-nb.info/gnd/111418392X,https://d-nb.info/gnd/104158492,Elternteil von
https://d-nb.info/gnd/115865497,http://d-nb.info/gnd/107484897,Elternteil von
https://d-nb.info/gnd/137046219,http://d-nb.info/gnd/107484897,Elternteil von
http://d-nb.info/gnd/107484897,https://d-nb.info/gnd/12274036X,verheiratet mit
http://d-nb.info/gnd/107484897,https://d-nb.info/gnd/122109162X,Elternteil von
https://d-nb.info/gnd/123432626,http://d-nb.info/gnd/12274036X,Elternteil von
https://d-nb.info/gnd/104196866,http://d-nb.info/gnd/12274036X,Elternteil von
http://d-nb.info/gnd/12274036X,https://d-nb.info/gnd/122109162X,Elternteil von
https://d-nb.info/gnd/1051383528,http://d-nb.info/gnd/1052829651,Elternteil von
https://d-nb.info/gnd/1051387779,http://d-nb.info/gnd/1052829651,Elternteil von
http://d-nb.info/gnd/1052829651,https://d-nb.info/gnd/128878614,verheiratet mit
http://d-nb.info/gnd/1052829651,https://d-nb.info/gnd/1052451888,Elternteil von
http://d-nb.info/gnd/128878614,https://d-nb.info/gnd/1052829651,verheiratet mit
http://d-nb.info/gnd/128878614,https://d-nb.info/gnd/1052451888,Elternteil von
https://d-nb.info/gnd/104279664,http://d-nb.info/gnd/116279052,Elternteil von
http://d-nb.info/gnd/116279052,https://d-nb.info/gnd/135882052,verheiratet mit
http://d-nb.info/gnd/116279052,https://d-nb.info/gnd/138631182,Elternteil von
http://d-nb.info/gnd/135882052,https://d-nb.info/gnd/116279052,verheiratet mit
http://d-nb.info/gnd/135882052,https://d-nb.info/gnd/138631182,Elternteil von
http://d-nb.info/gnd/135882052,https://d-nb.info/gnd/116008652,Elternteil von
https://d-nb.info/gnd/102125880,http://d-nb.info/gnd/14131852X,Elternteil von
https://d-nb.info/gnd/104193328,http://d-nb.info/gnd/14131852X,Elternteil von
http://d-nb.info/gnd/122803566,https://d-nb.info/gnd/122803574,verheiratet mit
http://d-nb.info/gnd/122803566,https://d-nb.info/gnd/1031462325,Elternteil von
http://d-nb.info/gnd/122803574,https://d-nb.info/gnd/122803566,verheiratet mit
http://d-nb.info/gnd/122803574,https://d-nb.info/gnd/1031462325,Elternteil von
http://d-nb.info/gnd/136096093,https://d-nb.info/gnd/1034087495,Elternteil von
https://d-nb.info/gnd/104138017,https://d-nb.info/gnd/1067974725,Elternteil von
https://d-nb.info/gnd/104138017,https://d-nb.info/gnd/1162470577,Elternteil von
https://d-nb.info/gnd/104138017,https://d-nb.info/gnd/128448318,Elternteil von
https://d-nb.info/gnd/138413525,https://d-nb.info/gnd/118729187,Elternteil von
https://d-nb.info/gnd/12138604X,https://d-nb.info/gnd/118642286,Elternteil von
https://d-nb.info/gnd/13170656X,https://d-nb.info/gnd/118642286,Elternteil von
http://d-nb.info/gnd/139790969,https://d-nb.info/gnd/122474457,verheiratet mit
https://d-nb.info/gnd/102109230,http://d-nb.info/gnd/10418339X,Elternteil von
http://d-nb.info/gnd/10418339X,https://d-nb.info/gnd/121279553,verheiratet mit
http://d-nb.info/gnd/10418339X,https://d-nb.info/gnd/122474457,Elternteil von
http://d-nb.info/gnd/10418339X,https://d-nb.info/gnd/104183306,Elternteil von
http://d-nb.info/gnd/10418339X,https://d-nb.info/gnd/1213404290,Elternteil von
https://d-nb.info/gnd/118503472,https://d-nb.info/gnd/119065983,Elternteil von
https://d-nb.info/gnd/119065983,https://d-nb.info/gnd/117764337,verheiratet mit
https://d-nb.info/gnd/119160978,https://d-nb.info/gnd/118560123,Elternteil von
https://d-nb.info/gnd/124082963,http://d-nb.info/gnd/117416487,Elternteil von
https://d-nb.info/gnd/124126057,http://d-nb.info/gnd/117416487,Elternteil von
http://d-nb.info/gnd/117416487,https://d-nb.info/gnd/139291083,Elternteil von
https://d-nb.info/gnd/122666526,https://d-nb.info/gnd/119186640,verheiratet mit
https://d-nb.info/gnd/119186640,https://d-nb.info/gnd/118925059,Elternteil von
https://d-nb.info/gnd/119186640,https://d-nb.info/gnd/129817929,Elternteil von
http://d-nb.info/gnd/120755173,https://d-nb.info/gnd/1012207684,Elternteil von
http://d-nb.info/gnd/14171154X,https://d-nb.info/gnd/1035675943,Elternteil von
http://d-nb.info/gnd/103087079,https://d-nb.info/gnd/14171154X,verheiratet mit
http://d-nb.info/gnd/103087079,https://d-nb.info/gnd/1035675943,Elternteil von
https://d-nb.info/gnd/130635588,http://d-nb.info/gnd/10257362X,Elternteil von
https://d-nb.info/gnd/104172495,http://d-nb.info/gnd/10257362X,Elternteil von
https://d-nb.info/gnd/103143556,http://d-nb.info/gnd/101094094,Elternteil von
http://d-nb.info/gnd/101094094,https://d-nb.info/gnd/1033536903,Elternteil von
 http://d-nb.info/gnd/1081083433,https://d-nb.info/gnd/141880058,Elternteil von
 http://d-nb.info/gnd/1081083433,https://d-nb.info/gnd/1173995269,Elternteil von
http://d-nb.info/gnd/11950300X,https://d-nb.info/gnd/117415871,Elternteil von
http://d-nb.info/gnd/13015041X,https://d-nb.info/gnd/102783012,Elternteil von
http://d-nb.info/gnd/1019766395,https://d-nb.info/gnd/119186535,Elternteil von
http://d-nb.info/gnd/117277118,https://d-nb.info/gnd/1055707506,verheiratet mit
http://d-nb.info/gnd/117277118,https://d-nb.info/gnd/132964716,Elternteil von
https://d-nb.info/gnd/1027137938,https://d-nb.info/gnd/11910721X,Elternteil von
https://d-nb.info/gnd/1027137938,https://d-nb.info/gnd/117347728,Elternteil von
https://d-nb.info/gnd/101053800,http://d-nb.info/gnd/1080678158,Elternteil von
http://d-nb.info/gnd/1080678158,https://d-nb.info/gnd/116474165,verheiratet mit
http://d-nb.info/gnd/1080678158,https://d-nb.info/gnd/1014463548,Elternteil von
http://d-nb.info/gnd/115807993,https://d-nb.info/gnd/133234266,Elternteil von
https://d-nb.info/gnd/101053800,http://d-nb.info/gnd/128554975,Elternteil von
https://d-nb.info/gnd/115507086,https://d-nb.info/gnd/101053800,verheiratet mit
https://d-nb.info/gnd/115507086,https://d-nb.info/gnd/1114516821,Elternteil von
https://d-nb.info/gnd/104376546,http://d-nb.info/gnd/120040115,Elternteil von
https://d-nb.info/gnd/118505076,http://d-nb.info/gnd/120040115,Elternteil von
http://d-nb.info/gnd/120040115,https://d-nb.info/gnd/118018116,verheiratet mit
http://d-nb.info/gnd/120040115,https://d-nb.info/gnd/102608520,Elternteil von
http://d-nb.info/gnd/120040115,https://d-nb.info/gnd/116211377,Elternteil von
http://d-nb.info/gnd/120040115,https://d-nb.info/gnd/129225061,Elternteil von
http://d-nb.info/gnd/120040115,https://d-nb.info/gnd/118134205,Elternteil von
http://d-nb.info/gnd/120040115,https://d-nb.info/gnd/135963877,Elternteil von
http://d-nb.info/gnd/120040115,https://d-nb.info/gnd/10432113X,Elternteil von
https://d-nb.info/gnd/118018116,https://d-nb.info/gnd/135963877,Elternteil von
https://d-nb.info/gnd/120040115,https://d-nb.info/gnd/135963877,Elternteil von
http://d-nb.info/gnd/124805477,https://d-nb.info/gnd/140312021,verheiratet mit
